Time CaSSavg CaJSRavg JRyRtot PRyR_open PRyR_ready PNorm_mode PnotVinact PLType_open CaToT2 PIto2_open CaJSRtot CaSStot 
5.304 0.000425453 0.630077 5.35284e-06 0.0012 0.2414 0.901 0.745 0 7.02148 0.004 0.000631707 2.05345 
5.305 0.000406526 0.630604 4.52428e-06 0.001 0.242 0.905 0.745 0 7.02093 0.003 0.00062127 2.05439 
5.306 0.000396469 0.631138 3.67175e-06 0.0008 0.2428 0.906 0.746 0 7.02039 0.005 0.000613681 2.05534 
5.307 0.00038135 0.631687 2.77114e-06 0.0006 0.2434 0.907 0.746 0 7.01985 0.002 0.000601072 2.05633 
5.308 0.000367909 0.632244 1.82827e-06 0.0004 0.2438 0.911 0.746 0 7.01931 0.002 0.000590238 2.05732 
5.309 0.000354708 0.63281 9.28364e-07 0.0002 0.2442 0.915 0.747 0 7.01878 0.002 0.000579293 2.05833 
5.31 0.000351824 0.633373 9.25813e-07 0.0002 0.2456 0.917 0.748 0 7.01824 0.004 0.000575167 2.05933 
5.311 0.000350342 0.633932 9.2344e-07 0.0002 0.2462 0.918 0.748 0 7.01771 0.003 0.000572956 2.06032 
5.312 0.000348573 0.634487 9.21238e-07 0.0002 0.2472 0.922 0.748 0 7.01718 0.002 0.000570338 2.06131 
5.313 0.000347065 0.635038 9.19202e-07 0.0002 0.248 0.922 0.748 0 7.01666 0 0.000568095 2.06229 
5.314 0.000348928 0.635583 9.17307e-07 0.0002 0.2486 0.924 0.749 0 7.01614 0.003 0.000569294 2.06325 
5.315 0.000344739 0.636127 9.15557e-07 0.0002 0.2502 0.924 0.749 0 7.01561 0.002 0.000564593 2.06421 
5.316 0.000343023 0.636669 9.13942e-07 0.0002 0.2508 0.925 0.749 0 7.0151 0.002 0.000562056 2.06517 
5.317 0.000342231 0.637206 9.12452e-07 0.0002 0.2516 0.929 0.75 0 7.01458 0.005 0.000560781 2.06611 
5.318 0.000340397 0.637742 9.1108e-07 0.0002 0.2524 0.93 0.75 0 7.01407 0.006 0.000558119 2.06706 
5.319 0.000338981 0.638275 9.0982e-07 0.0002 0.2534 0.933 0.751 0 7.01356 0.002 0.000555996 2.06799 
5.32 0.000337662 0.638805 9.08664e-07 0.0002 0.2546 0.934 0.752 0 7.01305 0.002 0.000554012 2.06892 
5.321 0.000336377 0.639332 9.07608e-07 0.0002 0.255 0.934 0.752 0 7.01254 0 0.000552077 2.06985 
5.322 0.000346379 0.639847 1.87376e-06 0.0004 0.2554 0.934 0.752 0 7.01204 0.003 0.000557849 2.07075 
5.323 0.000345998 0.640356 1.86829e-06 0.0004 0.2568 0.935 0.753 0 7.01153 0.002 0.00055693 2.07164 
5.324 0.000344878 0.640863 1.86342e-06 0.0004 0.2574 0.934 0.754 0 7.01103 0.001 0.000555248 2.07253 
5.325 0.00034366 0.641369 1.85892e-06 0.0004 0.2584 0.936 0.754 0 7.01054 0 0.000553455 2.07341 
5.326 0.000343924 0.641869 1.85477e-06 0.0004 0.2596 0.939 0.754 0 7.01004 0 0.000553607 2.07428 
5.327 0.00034154 0.642372 1.85092e-06 0.0004 0.2604 0.939 0.754 0 7.00955 0.004 0.000550333 2.07516 
5.328 0.000360271 0.642857 3.68896e-06 0.0008 0.2614 0.939 0.755 0 7.00905 0.004 0.000558108 2.076 
5.329 0.000359878 0.643331 3.68526e-06 0.0008 0.2624 0.94 0.755 0 7.00856 0.007 0.000559867 2.07683 
5.33 0.000371923 0.643796 4.59095e-06 0.001 0.2628 0.94 0.756 0 7.00808 0.004 0.000565236 2.07763 
5.331 0.000371489 0.644257 4.57387e-06 0.001 0.2638 0.943 0.757 0 7.00759 0.005 0.000564191 2.07843 
5.332 0.000380853 0.644711 5.45034e-06 0.0012 0.2642 0.944 0.757 0 7.00711 0.002 0.000565512 2.07922 
5.333 0.000380265 0.64516 5.4253e-06 0.0012 0.2644 0.944 0.758 0 7.00662 0.001 0.000564574 2.07999 
5.334 0.000380105 0.645603 5.49585e-06 0.0012 0.265 0.945 0.759 0 7.00614 0.003 0.000568 2.08076 
5.335 0.00037901 0.64605 5.47957e-06 0.0012 0.266 0.946 0.759 0 7.00566 0.003 0.000566563 2.08153 
5.336 0.000377835 0.646497 5.46446e-06 0.0012 0.2672 0.946 0.76 0 7.00519 0.001 0.00056499 2.0823 
5.337 0.000376645 0.646943 5.45044e-06 0.0012 0.2678 0.945 0.76 0 7.00471 0.003 0.00056339 2.08307 
5.338 0.000375467 0.647389 5.43743e-06 0.0012 0.2688 0.946 0.76 0 7.00424 0.002 0.000561787 2.08384 
5.339 0.000374296 0.647834 5.42537e-06 0.0012 0.2702 0.947 0.76 0 7.00377 0.005 0.000560184 2.0846 
5.34 0.000380551 0.648273 6.40127e-06 0.0014 0.2714 0.947 0.761 0 7.0033 0.002 0.000564221 2.08536 
5.341 0.000384193 0.648702 6.38109e-06 0.0014 0.2724 0.948 0.761 0 7.00283 0.002 0.000565652 2.0861 
5.342 0.000364733 0.649144 4.62185e-06 0.001 0.2742 0.95 0.762 0 7.00236 0.002 0.00055655 2.08686 
5.343 0.000364468 0.649589 4.68836e-06 0.001 0.275 0.95 0.763 0 7.0019 0 0.000555358 2.08763 
5.344 0.000360565 0.650037 4.67807e-06 0.001 0.2762 0.95 0.763 0 7.00143 0.003 0.000550559 2.0884 
5.345 0.000358809 0.650484 4.66883e-06 0.001 0.2778 0.952 0.763 0 7.00097 0.002 0.000548011 2.08917 
5.346 0.000347868 0.650939 3.79273e-06 0.0008 0.2784 0.955 0.763 0 7.00051 0.002 0.000539772 2.08996 
5.347 0.000366975 0.651383 5.61442e-06 0.0012 0.2786 0.955 0.765 0 7.00006 0.004 0.000542297 2.09072 
5.348 0.000378111 0.651803 6.46858e-06 0.0014 0.279 0.955 0.767 0 6.9996 0.001 0.000544389 2.09144 
5.349 0.00037808 0.652218 7.42144e-06 0.0016 0.2796 0.956 0.769 0 6.99915 0.003 0.000544449 2.09216 
5.35 0.000387363 0.65262 7.35507e-06 0.0016 0.2802 0.959 0.769 0 6.9987 0.006 0.000549718 2.09284 
5.351 0.000386335 0.653023 7.30705e-06 0.0016 0.282 0.961 0.77 0 6.99825 0.001 0.000548732 2.09353 
5.352 0.000384951 0.653427 7.26264e-06 0.0016 0.283 0.962 0.77 0 6.9978 0.002 0.000547318 2.09422 
5.353 0.00036284 0.65385 5.43135e-06 0.0012 0.284 0.963 0.771 0 6.99735 0.002 0.000536231 2.09494 
5.354 0.000359839 0.654278 5.40219e-06 0.0012 0.2844 0.963 0.771 0 6.99691 0 0.000532558 2.09568 
5.355 0.000358396 0.654704 5.37512e-06 0.0012 0.2856 0.964 0.771 0 6.99646 0.001 0.000530818 2.0964 
5.356 0.000337636 0.655141 3.59358e-06 0.0008 0.287 0.964 0.772 0 6.99602 0.001 0.000521338 2.09715 
5.357 0.000355611 0.655571 5.39483e-06 0.0012 0.2878 0.964 0.772 0 6.99558 0.004 0.000521985 2.09789 
5.358 0.000344362 0.655998 4.47811e-06 0.001 0.2882 0.965 0.773 0 6.99514 0.003 0.000518874 2.09861 
5.359 0.000333098 0.656433 3.61975e-06 0.0008 0.29 0.967 0.773 0 6.9947 0.001 0.000514192 2.09936 
5.36 0.000330843 0.656873 3.61056e-06 0.0008 0.2908 0.968 0.773 0 6.99427 0.003 0.000511587 2.10011 
5.361 0.000329591 0.657311 3.6017e-06 0.0008 0.2916 0.968 0.774 0 6.99384 0.001 0.000509857 2.10086 
5.362 0.000328469 0.657746 3.59355e-06 0.0008 0.2924 0.968 0.775 0 6.99341 0.002 0.000508273 2.1016 
5.363 0.000327388 0.65818 3.58606e-06 0.0008 0.2936 0.968 0.777 0 6.99298 0 0.000506731 2.10234 
5.364 0.000326333 0.658611 3.57918e-06 0.0008 0.2936 0.968 0.778 0 6.99255 0 0.000505214 2.10308 
5.365 0.000337098 0.659027 4.56819e-06 0.001 0.295 0.97 0.779 0 6.99212 0.001 0.000511787 2.10378 
5.366 0.000336796 0.659439 4.55758e-06 0.001 0.2954 0.972 0.78 0 6.9917 0.002 0.000511157 2.10449 
5.367 0.000325353 0.65986 3.68258e-06 0.0008 0.2966 0.972 0.78 0 6.99128 0.005 0.00050668 2.1052 
5.368 0.000313588 0.660293 2.77209e-06 0.0006 0.2972 0.972 0.781 0 6.99085 0.003 0.000497872 2.10594 
5.369 0.000294405 0.660735 8.89952e-07 0.0002 0.2974 0.972 0.782 0 6.99043 0.003 0.000485775 2.10669 
5.37 0.000287799 0.66119 8.91406e-07 0.0002 0.2978 0.973 0.782 0 6.99002 0.003 0.000477594 2.10747 
5.371 0.000285793 0.661642 8.92813e-07 0.0002 0.2984 0.973 0.782 0 6.9896 0.001 0.000474537 2.10824 
5.372 0.000275202 0.662098 0 0 0.2994 0.974 0.782 0 6.98919 0.002 0.000466804 2.10902 
5.373 0.00027252 0.662555 0 0 0.2998 0.974 0.783 0 6.98878 0.002 0.000463042 2.1098 
5.374 0.000271514 0.663008 0 0 0.3008 0.974 0.783 0 6.98837 0.002 0.000461456 2.11057 
5.375 0.000270159 0.663459 0 0 0.3018 0.975 0.784 0 6.98796 0.002 0.000459376 2.11134 
5.376 0.000269089 0.663906 0 0 0.303 0.975 0.785 0 6.98755 0.001 0.000457704 2.1121 
5.377 0.000268098 0.664351 0 0 0.3036 0.976 0.786 0 6.98715 0.001 0.000456154 2.11286 
5.378 0.000267377 0.664793 0 0 0.3046 0.975 0.787 0 6.98674 0 0.000455011 2.11361 
5.379 0.000266258 0.665232 0 0 0.3052 0.975 0.788 0 6.98634 0.002 0.000453273 2.11435 
5.38 0.000267004 0.665668 1.02231e-06 0.0002 0.306 0.975 0.788 0 6.98594 0.001 0.000453778 2.11509 
5.381 0.000276583 0.666088 1.00324e-06 0.0002 0.307 0.974 0.789 0 6.98554 0 0.000458786 2.1158 
5.382 0.000285593 0.6665 2.0092e-06 0.0004 0.308 0.975 0.79 0 6.98515 0.002 0.000464544 2.1165 
5.383 0.000287769 0.666902 1.99711e-06 0.0004 0.3096 0.975 0.79 0 6.98475 0.003 0.000465442 2.11718 
5.384 0.000281195 0.667306 9.90038e-07 0.0002 0.3098 0.975 0.791 0 6.98436 0.003 0.00046209 2.11786 
5.385 0.000275575 0.66772 9.86254e-07 0.0002 0.3102 0.976 0.791 0 6.98396 0.001 0.000456865 2.11856 
5.386 0.00028452 0.668125 1.92776e-06 0.0004 0.3102 0.976 0.791 0 6.98357 0.001 0.000456635 2.11924 
5.387 0.000283762 0.668524 1.91135e-06 0.0004 0.3102 0.977 0.791 0 6.98318 0.001 0.000455363 2.11991 
5.388 0.000283083 0.668922 1.89624e-06 0.0004 0.3114 0.977 0.791 0 6.9828 0 0.000454478 2.12058 
5.389 0.000270445 0.669331 9.60977e-07 0.0002 0.3122 0.977 0.791 0 6.98241 0.003 0.000449371 2.12127 
5.39 0.000269201 0.66974 9.59116e-07 0.0002 0.3124 0.977 0.792 0 6.98203 0 0.000447594 2.12196 
5.391 0.000268271 0.670147 9.57359e-07 0.0002 0.3128 0.977 0.793 0 6.98164 0.002 0.000446177 2.12264 
5.392 0.000267399 0.670552 9.5573e-07 0.0002 0.3132 0.977 0.793 0 6.98126 0.002 0.000444834 2.12332 
5.393 0.000266546 0.670956 9.54222e-07 0.0002 0.3142 0.977 0.794 0 6.98088 0.003 0.000443514 2.124 
5.394 0.000265704 0.671357 9.52829e-07 0.0002 0.3144 0.978 0.795 0 6.9805 0.003 0.000442208 2.12467 
5.395 0.000266404 0.671756 1.98362e-06 0.0004 0.3154 0.978 0.796 0 6.98012 0.001 0.000442773 2.12534 
5.396 0.000276373 0.672139 1.9628e-06 0.0004 0.3168 0.978 0.796 0 6.97975 0.001 0.00044818 2.12598 
5.397 0.000268906 0.672523 9.49277e-07 0.0002 0.3174 0.978 0.797 0 6.97937 0.001 0.000444422 2.12662 
5.398 0.000263354 0.672919 9.48281e-07 0.0002 0.318 0.979 0.797 0 6.979 0.004 0.000438485 2.12728 
5.399 0.000261891 0.673314 9.4737e-07 0.0002 0.3192 0.979 0.797 0 6.97863 0.002 0.000436275 2.12794 
5.4 0.000260926 0.673706 9.46537e-07 0.0002 0.32 0.979 0.799 0 6.97826 0 0.000434768 2.1286 
5.401 0.000260081 0.674097 9.45781e-07 0.0002 0.32 0.979 0.799 0 6.97789 0.003 0.000433446 2.12925 
5.402 0.00025461 0.674487 0 0 0.3204 0.978 0.799 0 6.97752 0.001 0.000430374 2.1299 
5.403 0.000247426 0.674887 0 0 0.3208 0.979 0.799 0 6.97716 0 0.000423515 2.13057 
5.404 0.000245873 0.675285 0 0 0.3208 0.979 0.799 0 6.97679 0 0.000421163 2.13124 
5.405 0.000257082 0.675667 1.01852e-06 0.0002 0.3214 0.978 0.799 0 6.97643 0.001 0.000427968 2.13187 
5.406 0.000256866 0.676047 1.01348e-06 0.0002 0.322 0.978 0.799 0 6.97607 0.002 0.0004274 2.13251 
5.407 0.000284648 0.676406 3.94475e-06 0.0008 0.3222 0.979 0.799 0 6.97571 0.001 0.000436298 2.13311 
5.408 0.000291636 0.676741 3.8887e-06 0.0008 0.323 0.979 0.8 0 6.97535 0.002 0.000440198 2.13366 
5.409 0.000291934 0.677075 3.84513e-06 0.0008 0.324 0.979 0.8 0 6.97499 0.002 0.000440969 2.13422 
5.41 0.000290104 0.677413 3.80506e-06 0.0008 0.3246 0.979 0.8 0 6.97463 0.001 0.000438957 2.13478 
5.411 0.000277611 0.677764 2.76525e-06 0.0006 0.325 0.98 0.8 0 6.97427 0 0.000430622 2.13536 
5.412 0.00028698 0.678107 4.69837e-06 0.001 0.3248 0.98 0.802 0 6.97392 0.002 0.000433293 2.13592 
5.413 0.00029777 0.678432 4.6211e-06 0.001 0.3248 0.98 0.804 0 6.97357 0 0.000440121 2.13646 
5.414 0.00029162 0.678756 3.70303e-06 0.0008 0.3256 0.98 0.806 0 6.97321 0 0.000439484 2.13699 
5.415 0.000274635 0.679102 2.81884e-06 0.0006 0.3266 0.981 0.806 0 6.97286 0.001 0.000434163 2.13756 
5.416 0.000273378 0.679452 2.80923e-06 0.0006 0.327 0.983 0.806 0 6.97251 0 0.000432616 2.13814 
5.417 0.000272509 0.679801 2.80018e-06 0.0006 0.3276 0.983 0.806 0 6.97216 0.001 0.000431412 2.13872 
5.418 0.000271699 0.680148 2.79174e-06 0.0006 0.3286 0.984 0.806 0 6.97182 0.003 0.000430259 2.13929 
5.419 0.000260862 0.680506 1.89616e-06 0.0004 0.329 0.984 0.806 0 6.97147 0.004 0.000423977 2.13988 
5.42 0.000259096 0.680862 1.89529e-06 0.0004 0.3294 0.984 0.806 0 6.97113 0 0.000421564 2.14047 
5.421 0.000258174 0.681216 1.8945e-06 0.0004 0.3304 0.984 0.807 0 6.97078 0.001 0.00042015 2.14106 
5.422 0.000257409 0.681569 1.89381e-06 0.0004 0.331 0.984 0.808 0 6.97044 0.001 0.000418951 2.14164 
5.423 0.000256684 0.681919 1.89323e-06 0.0004 0.3328 0.984 0.808 0 6.9701 0.001 0.000417811 2.14222 
5.424 0.000255979 0.682268 1.89274e-06 0.0004 0.333 0.984 0.808 0 6.96976 0.001 0.000416697 2.1428 
5.425 0.000255285 0.682615 1.89234e-06 0.0004 0.334 0.985 0.809 0 6.96942 0.004 0.000415597 2.14338 
5.426 0.000254598 0.682961 1.89203e-06 0.0004 0.3354 0.985 0.809 0 6.96908 0.003 0.000414508 2.14395 
5.427 0.000253918 0.683304 1.8918e-06 0.0004 0.3362 0.986 0.809 0 6.96875 0 0.000413429 2.14451 
5.428 0.000253243 0.683646 1.89164e-06 0.0004 0.3366 0.987 0.809 0 6.96841 0.001 0.000412359 2.14508 
5.429 0.000241404 0.684 9.18348e-07 0.0002 0.337 0.987 0.809 0 6.96808 0.002 0.000404027 2.14566 
5.43 0.000239798 0.684352 9.19872e-07 0.0002 0.338 0.987 0.809 0 6.96774 0.002 0.000401607 2.14624 
5.431 0.000238905 0.684702 9.21338e-07 0.0002 0.3384 0.987 0.809 0 6.96741 0.003 0.000400168 2.14682 
5.432 0.000241502 0.685048 1.97223e-06 0.0004 0.3392 0.988 0.809 0 6.96708 0 0.000402367 2.14739 
5.433 0.000250134 0.685378 1.95605e-06 0.0004 0.3402 0.989 0.809 0 6.96675 0 0.000406654 2.14794 
5.434 0.000249887 0.685707 1.95223e-06 0.0004 0.341 0.989 0.809 0 6.96643 0.001 0.000406116 2.14848 
5.435 0.000238836 0.686047 1.02209e-06 0.0002 0.3416 0.99 0.81 0 6.9661 0 0.000398321 2.14904 
5.436 0.000239435 0.686385 2.07096e-06 0.0004 0.342 0.99 0.81 0 6.96577 0.001 0.00039843 2.1496 
5.437 0.000248801 0.686707 2.04774e-06 0.0004 0.3422 0.99 0.811 0 6.96545 0.001 0.000403149 2.15013 
5.438 0.000272434 0.687007 4.06605e-06 0.0008 0.3426 0.991 0.811 0 6.96513 0.005 0.000413922 2.15062 
5.439 0.000273217 0.687298 4.03682e-06 0.0008 0.343 0.991 0.812 0 6.96481 0.003 0.000414679 2.1511 
5.44 0.000261437 0.687602 2.98422e-06 0.0006 0.3436 0.991 0.812 0 6.96448 0.002 0.000407321 2.1516 
5.441 0.000259161 0.68791 2.9639e-06 0.0006 0.3452 0.991 0.813 0 6.96416 0.002 0.000404403 2.15211 
5.442 0.000246986 0.688223 1.9888e-06 0.0004 0.3458 0.991 0.813 0 6.96384 0 0.000400179 2.15262 
5.443 0.000245246 0.688544 1.98405e-06 0.0004 0.3468 0.991 0.813 0 6.96353 0.001 0.000398114 2.15315 
5.444 0.000254485 0.68886 2.93931e-06 0.0006 0.3476 0.991 0.815 0 6.96321 0.001 0.000399138 2.15366 
5.445 0.000255603 0.689164 2.9205e-06 0.0006 0.3478 0.99 0.815 0 6.96289 0.002 0.000399561 2.15416 
5.446 0.000254995 0.689467 2.90478e-06 0.0006 0.3486 0.991 0.815 0 6.96258 0.002 0.000398751 2.15466 
5.447 0.000254262 0.68977 2.89021e-06 0.0006 0.3492 0.991 0.817 0 6.96226 0.003 0.000397813 2.15515 
5.448 0.000253526 0.690072 2.87668e-06 0.0006 0.35 0.991 0.818 0 6.96195 0 0.000396861 2.15564 
5.449 0.0002528 0.690373 2.86411e-06 0.0006 0.3502 0.991 0.818 0 6.96164 0.002 0.00039591 2.15613 
5.45 0.000252087 0.690673 2.85242e-06 0.0006 0.3506 0.991 0.818 0 6.96133 0.002 0.000394964 2.15662 
5.451 0.000263498 0.69096 3.88475e-06 0.0008 0.3514 0.991 0.818 0 6.96102 0.002 0.000402168 2.15709 
5.452 0.000263765 0.691243 3.86905e-06 0.0008 0.352 0.992 0.818 0 6.96071 0 0.000402338 2.15755 
5.453 0.000269592 0.691522 4.90924e-06 0.001 0.3532 0.992 0.818 0 6.9604 0.001 0.000406848 2.158 
5.454 0.00026462 0.691796 3.97988e-06 0.0008 0.3534 0.991 0.819 0 6.96009 0.001 0.000406687 2.15845 
5.455 0.000254493 0.692081 3.03132e-06 0.0006 0.3538 0.992 0.819 0 6.95979 0.003 0.000400281 2.15892 
5.456 0.000251669 0.692373 3.0216e-06 0.0006 0.3552 0.992 0.82 0 6.95948 0 0.00039665 2.15939 
5.457 0.000250578 0.692664 3.01257e-06 0.0006 0.3562 0.992 0.82 0 6.95918 0.003 0.00039507 2.15987 
5.458 0.000249805 0.692954 3.00416e-06 0.0006 0.3576 0.992 0.82 0 6.95888 0.003 0.00039396 2.16034 
5.459 0.00026084 0.693233 3.96624e-06 0.0008 0.358 0.992 0.82 0 6.95857 0.003 0.000396251 2.1608 
5.46 0.000260626 0.693506 3.94563e-06 0.0008 0.3586 0.992 0.823 0 6.95827 0.002 0.000395881 2.16124 
5.461 0.000242608 0.693791 1.94756e-06 0.0004 0.3592 0.992 0.824 0 6.95797 0 0.000385911 2.16171 
5.462 0.000235413 0.694093 1.93359e-06 0.0004 0.36 0.993 0.824 0 6.95767 0.002 0.000377924 2.1622 
5.463 0.000221973 0.694407 9.81066e-07 0.0002 0.3606 0.993 0.824 0 6.95737 0.003 0.000371901 2.16271 
5.464 0.000220804 0.694717 9.79839e-07 0.0002 0.3614 0.993 0.824 0 6.95708 0.004 0.000370177 2.16322 
5.465 0.000220061 0.695026 9.78677e-07 0.0002 0.3622 0.993 0.824 0 6.95678 0.001 0.000369012 2.16372 
5.466 0.000219416 0.695332 9.776e-07 0.0002 0.3636 0.993 0.825 0 6.95649 0 0.00036799 2.16422 
5.467 0.000218802 0.695635 9.76612e-07 0.0002 0.3644 0.993 0.825 0 6.95619 0.002 0.000367017 2.16472 
5.468 0.000218211 0.695937 9.75693e-07 0.0002 0.365 0.993 0.825 0 6.9559 0.001 0.000366072 2.16521 
5.469 0.00021763 0.696236 9.74852e-07 0.0002 0.3654 0.994 0.825 0 6.95561 0.001 0.000365143 2.16569 
5.47 0.000217057 0.696533 9.74081e-07 0.0002 0.3664 0.994 0.825 0 6.95532 0.002 0.000364229 2.16618 
5.471 0.000216493 0.696829 9.73375e-07 0.0002 0.3668 0.994 0.825 0 6.95503 0.001 0.000363327 2.16666 
5.472 0.000215937 0.697123 9.7273e-07 0.0002 0.3672 0.994 0.826 0 6.95474 0 0.000362436 2.16713 
5.473 0.000215388 0.697414 9.72143e-07 0.0002 0.3686 0.994 0.827 0 6.95445 0.004 0.000361555 2.16761 
5.474 0.000214844 0.697705 9.71612e-07 0.0002 0.3694 0.994 0.828 0 6.95416 0.002 0.000360683 2.16808 
5.475 0.000214308 0.697993 9.7113e-07 0.0002 0.3694 0.994 0.828 0 6.95388 0 0.00035982 2.16855 
5.476 0.000213776 0.69828 9.70698e-07 0.0002 0.3702 0.994 0.828 0 6.95359 0.001 0.000358964 2.16901 
5.477 0.000213249 0.698566 9.7031e-07 0.0002 0.3714 0.994 0.828 0 6.95331 0.001 0.000358115 2.16948 
5.478 0.000212727 0.69885 9.69964e-07 0.0002 0.3724 0.994 0.828 0 6.95303 0 0.000357273 2.16994 
5.479 0.000212209 0.699132 9.69659e-07 0.0002 0.3734 0.994 0.829 0 6.95274 0.002 0.000356438 2.17039 
5.48 0.000237652 0.699393 4.12927e-06 0.0008 0.3742 0.994 0.829 0 6.95246 0 0.000371689 2.17081 
5.481 0.000273308 0.699612 6.05797e-06 0.0012 0.3748 0.994 0.829 0 6.95218 0 0.000381832 2.17117 
5.482 0.000274623 0.699816 5.98928e-06 0.0012 0.3754 0.995 0.829 0 6.9519 0.001 0.000383421 2.1715 
5.483 0.000265116 0.70003 4.95809e-06 0.001 0.3774 0.994 0.831 0 6.95162 0.004 0.000378482 2.17184 
5.484 0.000261128 0.700255 4.90087e-06 0.001 0.3776 0.994 0.832 0 6.95134 0.001 0.000374375 2.1722 
5.485 0.000259574 0.700483 4.84815e-06 0.001 0.3782 0.994 0.834 0 6.95106 0 0.000372862 2.17257 
5.486 0.000258434 0.700712 4.7995e-06 0.001 0.3792 0.994 0.834 0 6.95079 0.001 0.000371895 2.17293 
5.487 0.000227109 0.700962 1.96131e-06 0.0004 0.3794 0.994 0.834 0 6.95051 0.002 0.000364232 2.17333 
5.488 0.000221901 0.701232 1.96356e-06 0.0004 0.3804 0.994 0.834 0 6.95023 0.001 0.000360653 2.17377 
5.489 0.000220909 0.701499 1.96197e-06 0.0004 0.381 0.994 0.834 0 6.94996 0.001 0.000359232 2.1742 
5.49 0.000220282 0.701765 1.96048e-06 0.0004 0.3818 0.994 0.834 0 6.94969 0.002 0.000358261 2.17463 
5.491 0.000219737 0.702029 1.9591e-06 0.0004 0.3822 0.994 0.835 0 6.94941 0 0.000357399 2.17506 
5.492 0.000219216 0.702291 1.95785e-06 0.0004 0.3822 0.994 0.835 0 6.94914 0.001 0.000356571 2.17548 
5.493 0.000218708 0.702551 1.9567e-06 0.0004 0.3834 0.994 0.835 0 6.94887 0.001 0.000355763 2.1759 
5.494 0.00021821 0.702809 1.95566e-06 0.0004 0.3846 0.994 0.837 0 6.9486 0.001 0.00035497 2.17631 
5.495 0.000217721 0.703065 1.95472e-06 0.0004 0.385 0.995 0.838 0 6.94833 0 0.000354188 2.17673 
5.496 0.000217239 0.703321 1.95387e-06 0.0004 0.3856 0.995 0.838 0 6.94806 0 0.000353417 2.17714 
5.497 0.00022812 0.703565 3.01752e-06 0.0006 0.3862 0.995 0.838 0 6.94779 0.001 0.000360219 2.17753 
5.498 0.000218294 0.703815 2.02484e-06 0.0004 0.387 0.995 0.838 0 6.94753 0.001 0.000353936 2.17793 
5.499 0.00021701 0.704064 2.01971e-06 0.0004 0.3876 0.995 0.838 0 6.94726 0.004 0.000352018 2.17834 
5.5 0.000216304 0.704312 2.01497e-06 0.0004 0.3882 0.995 0.838 0 6.94699 0.001 0.000350937 2.17874 
5.501 0.000215743 0.704559 2.01058e-06 0.0004 0.389 0.995 0.838 0 6.94673 0.002 0.00035009 2.17913 
5.502 0.000215228 0.704805 2.00651e-06 0.0004 0.3898 0.995 0.838 0 6.94647 0 0.000349317 2.17953 
5.503 0.000214735 0.70505 2.00274e-06 0.0004 0.3908 0.995 0.838 0 6.9462 0.003 0.00034857 2.17992 
5.504 0.000226264 0.705283 2.98924e-06 0.0006 0.3916 0.995 0.838 0 6.94594 0.001 0.000351178 2.1803 
5.505 0.000249756 0.705491 4.98655e-06 0.001 0.3924 0.995 0.84 0 6.94568 0 0.000361276 2.18063 
5.506 0.0002745 0.705675 6.941e-06 0.0014 0.3922 0.995 0.84 0 6.94542 0.002 0.000367477 2.18092 
5.507 0.000287712 0.70583 7.92184e-06 0.0016 0.393 0.995 0.841 0 6.94516 0.001 0.000377043 2.18117 
5.508 0.000287355 0.705989 7.83966e-06 0.0016 0.393 0.995 0.842 0 6.9449 0.003 0.00037749 2.18142 
5.509 0.000248476 0.706181 4.00092e-06 0.0008 0.3932 0.995 0.842 0 6.94464 0.001 0.000369347 2.18172 
5.51 0.000238578 0.706401 4.00371e-06 0.0008 0.3938 0.995 0.842 0 6.94438 0.002 0.000364205 2.18207 
5.511 0.000237651 0.706619 3.99734e-06 0.0008 0.3956 0.995 0.842 0 6.94412 0.002 0.000363012 2.18242 
5.512 0.00023709 0.706836 3.9914e-06 0.0008 0.3962 0.995 0.842 0 6.94386 0.002 0.000362227 2.18277 
5.513 0.000236602 0.707052 3.98589e-06 0.0008 0.3964 0.995 0.842 0 6.94361 0.001 0.00036152 2.18311 
5.514 0.000236131 0.707267 3.98079e-06 0.0008 0.397 0.995 0.842 0 6.94335 0.001 0.000360834 2.18346 
5.515 0.000224598 0.707493 2.9719e-06 0.0006 0.3978 0.995 0.844 0 6.94309 0.001 0.000353302 2.18382 
5.516 0.000222826 0.70772 2.96921e-06 0.0006 0.3982 0.996 0.844 0 6.94284 0.002 0.00035078 2.18418 
5.517 0.000210961 0.707959 1.99475e-06 0.0004 0.3986 0.996 0.844 0 6.94258 0.001 0.000342333 2.18457 
5.518 0.000209435 0.708196 1.99222e-06 0.0004 0.3996 0.996 0.844 0 6.94233 0 0.000340067 2.18495 
5.519 0.000233467 0.70841 4.08807e-06 0.0008 0.4006 0.996 0.844 0 6.94208 0 0.000350585 2.18529 
5.52 0.000234535 0.708612 4.06279e-06 0.0008 0.4016 0.996 0.844 0 6.94183 0 0.000351644 2.18562 
5.521 0.000234001 0.708814 4.03978e-06 0.0008 0.4032 0.996 0.844 0 6.94158 0.003 0.00035105 2.18594 
5.522 0.000222405 0.709027 3.00786e-06 0.0006 0.4038 0.996 0.844 0 6.94133 0 0.000343723 2.18628 
5.523 0.000220333 0.709243 2.99018e-06 0.0006 0.4052 0.996 0.844 0 6.94108 0.001 0.000341048 2.18663 
5.524 0.000219411 0.709459 2.97383e-06 0.0006 0.4056 0.996 0.844 0 6.94083 0 0.000339851 2.18697 
