Time CaSSavg CaJSRavg JRyRtot PRyR_open PRyR_ready PNorm_mode PnotVinact PLType_open CaToT2 PIto2_open CaJSRtot CaSStot 
1.151 0.00123145 0.54753 3.09837e-05 0.0084 0.184 0.275 0.676 0.021 6.98892 0.013 0.00130412 1.89823 
1.152 0.00120815 0.548023 2.87949e-05 0.0078 0.1844 0.274 0.677 0.026 6.98959 0.004 0.00128808 1.89922 
1.153 0.00112236 0.548578 2.6999e-05 0.0072 0.1846 0.279 0.677 0.013 6.99037 0.006 0.00124136 1.90034 
1.154 0.0011372 0.549123 2.39338e-05 0.0064 0.1848 0.277 0.679 0.02 6.99101 0.01 0.00124879 1.90144 
1.155 0.00106394 0.549696 2.59697e-05 0.0068 0.1846 0.28 0.675 0.011 6.99165 0.009 0.00121179 1.9026 
1.156 0.00111923 0.550204 2.83206e-05 0.0074 0.1842 0.278 0.674 0.017 6.99228 0.006 0.00125474 1.90362 
1.157 0.00109616 0.55074 2.4657e-05 0.0064 0.1852 0.275 0.674 0.014 6.99295 0.005 0.00123655 1.90471 
1.158 0.00112051 0.551251 2.62774e-05 0.0068 0.186 0.279 0.674 0.015 6.99358 0.008 0.0012394 1.90574 
1.159 0.0011354 0.551791 2.56533e-05 0.0066 0.186 0.279 0.671 0.021 6.99432 0.011 0.00125641 1.90682 
1.16 0.00122709 0.552306 2.51493e-05 0.0064 0.186 0.278 0.668 0.026 6.99525 0.008 0.0013217 1.90786 
1.161 0.00114189 0.552834 2.92994e-05 0.0074 0.186 0.278 0.665 0.014 6.99601 0.01 0.00126538 1.90893 
1.162 0.00116752 0.553305 2.84372e-05 0.0072 0.1864 0.278 0.664 0.022 6.9966 0.006 0.00126604 1.90987 
1.163 0.00123133 0.553801 3.00147e-05 0.0076 0.1858 0.28 0.664 0.024 6.99745 0.009 0.00129835 1.91087 
1.164 0.00126136 0.554244 3.14393e-05 0.008 0.1866 0.28 0.667 0.021 6.99827 0.008 0.00131418 1.91176 
1.165 0.00121478 0.554716 3.23045e-05 0.0082 0.186 0.279 0.668 0.02 6.99903 0.006 0.0012912 1.91269 
1.166 0.00126123 0.555116 3.37727e-05 0.0086 0.1858 0.281 0.672 0.021 6.99975 0.009 0.00131203 1.91349 
1.167 0.00117615 0.555551 3.69649e-05 0.0094 0.185 0.281 0.674 0.012 7.0004 0.008 0.0012647 1.91435 
1.168 0.00124946 0.555923 3.53004e-05 0.009 0.1852 0.28 0.671 0.018 7.00106 0.007 0.00129208 1.91508 
1.169 0.00119927 0.556373 3.26959e-05 0.0084 0.1852 0.277 0.67 0.014 7.00177 0.005 0.00126821 1.91597 
1.17 0.00115676 0.556809 3.12741e-05 0.008 0.1852 0.277 0.67 0.014 7.00244 0.009 0.00125971 1.91683 
1.171 0.00116802 0.557269 3.19189e-05 0.0082 0.1854 0.278 0.67 0.021 7.00305 0.005 0.00125588 1.91773 
1.172 0.00118156 0.557693 3.42783e-05 0.0088 0.1858 0.277 0.668 0.015 7.00376 0.005 0.00126578 1.91856 
1.173 0.00116794 0.558145 3.19043e-05 0.0082 0.1858 0.276 0.662 0.018 7.00444 0.008 0.00126396 1.91944 
1.174 0.00113576 0.558599 3.09385e-05 0.008 0.1864 0.274 0.661 0.017 7.00503 0.011 0.00123257 1.92033 
1.175 0.00106155 0.55911 2.72961e-05 0.007 0.1868 0.274 0.661 0.01 7.00569 0.007 0.00120335 1.92132 
1.176 0.00111901 0.559612 2.81563e-05 0.0072 0.1874 0.275 0.665 0.018 7.00625 0.006 0.00120237 1.9223 
1.177 0.00118197 0.560078 3.46472e-05 0.0088 0.1872 0.273 0.661 0.016 7.00696 0.004 0.00124807 1.92322 
1.178 0.00119578 0.560483 3.40082e-05 0.0086 0.1878 0.275 0.66 0.015 7.00765 0.01 0.00128113 1.924 
1.179 0.00118594 0.560929 3.31858e-05 0.0084 0.1886 0.273 0.657 0.018 7.00832 0.007 0.00127328 1.92487 
1.18 0.00127348 0.561334 3.80438e-05 0.0096 0.1882 0.274 0.654 0.017 7.00913 0.009 0.00132019 1.92566 
1.181 0.00133125 0.561709 3.98433e-05 0.01 0.1884 0.276 0.652 0.02 7.00992 0.004 0.00134732 1.92639 
1.182 0.00124394 0.562072 3.64324e-05 0.0092 0.1894 0.273 0.653 0.019 7.0106 0.008 0.00130978 1.92709 
1.183 0.00130057 0.562451 3.98907e-05 0.01 0.1888 0.275 0.651 0.018 7.01142 0.011 0.0013436 1.92783 
1.184 0.00131542 0.562783 4.13661e-05 0.0104 0.189 0.273 0.65 0.019 7.0121 0.011 0.00134804 1.92846 
1.185 0.00119444 0.563162 3.88196e-05 0.0098 0.1902 0.274 0.653 0.009 7.01267 0.006 0.00127761 1.9292 
1.186 0.00139868 0.563524 3.87936e-05 0.0098 0.1908 0.274 0.648 0.031 7.01349 0.006 0.00139241 1.9299 
1.187 0.00124512 0.563918 3.65858e-05 0.0092 0.1916 0.275 0.653 0.016 7.0143 0.009 0.00132559 1.93066 
1.188 0.00130544 0.564339 3.58548e-05 0.009 0.1912 0.278 0.657 0.024 7.01507 0.013 0.00135176 1.93147 
1.189 0.00128008 0.564775 3.59368e-05 0.009 0.1908 0.279 0.66 0.021 7.01589 0.006 0.00134433 1.93232 
1.19 0.00125037 0.565198 3.51751e-05 0.0088 0.1912 0.281 0.659 0.019 7.01664 0.007 0.00132394 1.93314 
1.191 0.00128726 0.565617 3.77921e-05 0.0094 0.1902 0.28 0.661 0.023 7.01742 0.008 0.00133433 1.93395 
1.192 0.00129271 0.565974 4.10363e-05 0.0102 0.1904 0.282 0.659 0.015 7.01822 0.009 0.00135535 1.93464 
1.193 0.0012684 0.566337 4.02741e-05 0.01 0.1904 0.281 0.66 0.016 7.01894 0.009 0.00131411 1.93535 
1.194 0.00131193 0.566678 4.03054e-05 0.01 0.19 0.279 0.659 0.026 7.01958 0.01 0.00132943 1.93601 
1.195 0.00128411 0.567068 3.71759e-05 0.0092 0.1904 0.278 0.661 0.018 7.02044 0.006 0.00131317 1.93677 
1.196 0.0012423 0.567441 3.89218e-05 0.0096 0.1904 0.278 0.663 0.017 7.02109 0.007 0.00130931 1.93749 
1.197 0.00126887 0.567828 4.03576e-05 0.01 0.1906 0.28 0.665 0.018 7.02176 0.006 0.00131956 1.93824 
1.198 0.00127037 0.568183 3.96374e-05 0.0098 0.1914 0.279 0.664 0.017 7.02242 0.012 0.00132786 1.93892 
1.199 0.00132093 0.568584 3.95816e-05 0.0098 0.192 0.28 0.663 0.022 7.02319 0.008 0.00133658 1.9397 
1.2 0.00133845 0.568931 4.13288e-05 0.0102 0.1926 0.283 0.665 0.02 7.02403 0.008 0.00136807 1.94036 
1.201 0.001346 0.569328 3.87526e-05 0.0096 0.1928 0.285 0.663 0.023 7.02492 0.009 0.00136896 1.94113 
1.202 0.00124251 0.569707 3.71875e-05 0.0092 0.1924 0.286 0.665 0.018 7.02564 0.005 0.00131726 1.94186 
1.203 0.00119554 0.570122 3.64508e-05 0.009 0.1922 0.287 0.66 0.013 7.02628 0.004 0.00126903 1.94266 
1.204 0.00112256 0.570524 3.49381e-05 0.0086 0.1922 0.287 0.658 0.011 7.02676 0.005 0.00123559 1.94343 
1.205 0.00117475 0.570994 3.15375e-05 0.0078 0.1928 0.285 0.656 0.023 7.02744 0.009 0.00127327 1.94434 
1.206 0.00108861 0.571489 2.75538e-05 0.0068 0.1936 0.281 0.658 0.015 7.02815 0.006 0.00122372 1.9453 
1.207 0.00104598 0.572066 2.18549e-05 0.0054 0.1938 0.281 0.656 0.014 7.02884 0.008 0.0011961 1.94641 
1.208 0.00101201 0.572625 2.42778e-05 0.006 0.1938 0.28 0.655 0.014 7.02945 0.005 0.00117037 1.9475 
1.209 0.00105377 0.573218 2.36278e-05 0.0058 0.195 0.282 0.657 0.019 7.03015 0.012 0.00119546 1.94864 
1.21 0.00098323 0.573748 2.35705e-05 0.0058 0.1956 0.284 0.652 0.011 7.03073 0.007 0.00115165 1.94966 
1.211 0.00104973 0.574221 2.94499e-05 0.0072 0.1954 0.3 0.655 0.001 7.03104 0.006 0.00111075 1.95057 
1.212 0.000844906 0.574693 2.71343e-05 0.0066 0.1962 0.32 0.656 0 7.03033 0.002 0.00103263 1.95148 
1.213 0.000808017 0.575182 2.45046e-05 0.006 0.197 0.337 0.656 0 7.02954 0.003 0.000998503 1.95242 
1.214 0.000797151 0.575691 2.53224e-05 0.0062 0.198 0.347 0.656 0 7.02876 0.004 0.000981414 1.9534 
1.215 0.000791666 0.576188 2.44559e-05 0.006 0.199 0.356 0.656 0 7.02798 0.005 0.000974392 1.95435 
1.216 0.000784825 0.576688 2.43701e-05 0.006 0.2004 0.362 0.658 0 7.02721 0.006 0.000967745 1.95531 
1.217 0.000781225 0.577197 2.50093e-05 0.0062 0.2008 0.379 0.658 0 7.02645 0.004 0.000961445 1.95628 
1.218 0.000771356 0.577697 2.33376e-05 0.0058 0.2016 0.395 0.658 0 7.02569 0.009 0.000954852 1.95723 
1.219 0.000754579 0.578209 2.34876e-05 0.0058 0.2022 0.412 0.659 0 7.02493 0.006 0.000946737 1.9582 
1.22 0.000770198 0.5787 2.42502e-05 0.006 0.2024 0.428 0.662 0 7.02418 0.004 0.000950247 1.95913 
1.221 0.000767887 0.579187 2.41781e-05 0.006 0.2032 0.439 0.663 0 7.02343 0.004 0.000946553 1.96006 
1.222 0.000754809 0.579676 2.24433e-05 0.0056 0.2044 0.448 0.663 0 7.02269 0.006 0.000938354 1.96098 
1.223 0.000732778 0.58019 2.15431e-05 0.0054 0.2048 0.458 0.665 0 7.02195 0.003 0.000920197 1.96195 
1.224 0.000724079 0.5807 2.09282e-05 0.0052 0.2052 0.474 0.665 0 7.02121 0.004 0.000916209 1.96292 
1.225 0.000719979 0.581212 2.09515e-05 0.0052 0.2054 0.481 0.667 0 7.02047 0.003 0.000909531 1.96388 
1.226 0.000718041 0.581719 2.10238e-05 0.0052 0.2072 0.497 0.667 0 7.01974 0.003 0.000906447 1.96484 
1.227 0.00069942 0.582234 1.93279e-05 0.0048 0.2078 0.506 0.668 0 7.01902 0 0.000893959 1.96582 
1.228 0.000678984 0.582764 1.77291e-05 0.0044 0.2086 0.516 0.668 0 7.01829 0.002 0.000878694 1.96682 
1.229 0.000671388 0.583302 1.76156e-05 0.0044 0.2096 0.528 0.668 0 7.01757 0.002 0.00086899 1.96784 
1.23 0.000648192 0.583854 1.51723e-05 0.0038 0.2104 0.541 0.668 0 7.01686 0.003 0.000854516 1.96889 
1.231 0.00063609 0.58441 1.51898e-05 0.0038 0.211 0.549 0.669 0 7.01614 0.003 0.000846609 1.96994 
1.232 0.000615983 0.58498 1.43564e-05 0.0036 0.2122 0.556 0.67 0 7.01544 0.005 0.000833139 1.97102 
1.233 0.000619365 0.585544 1.43198e-05 0.0036 0.2126 0.56 0.67 0 7.01473 0.003 0.000831547 1.97208 
1.234 0.000607003 0.58611 1.35219e-05 0.0034 0.213 0.564 0.672 0 7.01403 0.003 0.000824649 1.97315 
1.235 0.000595546 0.58668 1.27587e-05 0.0032 0.213 0.569 0.672 0 7.01333 0.003 0.000818474 1.97422 
1.236 0.000601003 0.587244 1.36503e-05 0.0034 0.2134 0.577 0.672 0 7.01263 0.003 0.000821007 1.97529 
1.237 0.000602749 0.587798 1.35737e-05 0.0034 0.2144 0.59 0.672 0 7.01194 0.001 0.000818057 1.97633 
1.238 0.000608592 0.588343 1.42946e-05 0.0036 0.2152 0.597 0.673 0 7.01125 0.001 0.000816966 1.97735 
1.239 0.000606754 0.588881 1.42767e-05 0.0036 0.2154 0.604 0.673 0 7.01056 0.007 0.000814417 1.97836 
1.24 0.000597876 0.589418 1.35682e-05 0.0034 0.2158 0.608 0.674 0 7.00988 0.002 0.000812549 1.97936 
1.241 0.000583101 0.589964 1.20206e-05 0.003 0.2168 0.616 0.675 0 7.0092 0.005 0.000803777 1.98039 
1.242 0.000575519 0.59052 1.21212e-05 0.003 0.2176 0.623 0.676 0 7.00852 0.003 0.000796053 1.98143 
1.243 0.000563272 0.591081 1.12879e-05 0.0028 0.218 0.627 0.677 0 7.00785 0.002 0.000785641 1.98248 
1.244 0.000550549 0.591643 9.50683e-06 0.0024 0.2184 0.643 0.678 0 7.00718 0.003 0.000777305 1.98354 
1.245 0.000538605 0.59222 9.59638e-06 0.0024 0.2194 0.652 0.68 0 7.00651 0.004 0.000766648 1.98462 
1.246 0.000530436 0.592794 8.81301e-06 0.0022 0.2196 0.656 0.68 0 7.00584 0.003 0.000758932 1.9857 
1.247 0.000506779 0.593383 7.18457e-06 0.0018 0.2208 0.662 0.683 0 7.00518 0.005 0.000744742 1.9868 
1.248 0.000486775 0.593988 6.40485e-06 0.0016 0.2214 0.67 0.683 0 7.00453 0.003 0.000730401 1.98794 
1.249 0.000471613 0.594602 4.67132e-06 0.0012 0.2218 0.675 0.683 0 7.00387 0.002 0.00071691 1.98909 
1.25 0.000472189 0.595217 5.83085e-06 0.0014 0.222 0.684 0.683 0 7.00322 0.001 0.000713487 1.99024 
1.251 0.00047779 0.595811 5.80067e-06 0.0014 0.2226 0.692 0.683 0 7.00257 0.005 0.000712431 1.99136 
1.252 0.000475684 0.596403 5.79157e-06 0.0014 0.2228 0.697 0.683 0 7.00193 0.005 0.000709323 1.99246 
1.253 0.000484577 0.596979 6.68966e-06 0.0016 0.2238 0.705 0.684 0 7.00128 0.003 0.000714162 1.99354 
1.254 0.000486881 0.597549 6.82304e-06 0.0016 0.2254 0.708 0.685 0 7.00065 0.004 0.000716084 1.9946 
1.255 0.000466556 0.598131 5.21642e-06 0.0012 0.2262 0.711 0.686 0 7.00001 0.002 0.000699974 1.9957 
1.256 0.000461986 0.598716 5.19639e-06 0.0012 0.2268 0.719 0.686 0 6.99938 0.003 0.000693928 1.99679 
1.257 0.000468933 0.599293 6.02679e-06 0.0014 0.2274 0.721 0.686 0 6.99875 0.005 0.000695381 1.99786 
1.258 0.000468002 0.599862 5.99119e-06 0.0014 0.2284 0.727 0.688 0 6.99812 0.003 0.000693426 1.99892 
1.259 0.000451169 0.60044 4.26418e-06 0.001 0.2298 0.73 0.689 0 6.9975 0.002 0.000684075 2 
