Time INa IKr IKs Ito1 IK1 IKp INaCa INaK IpCa ICab INab ICa JDHPR Jup Jtrpn Jtr Jxfer IKv43 IKv14 IKv14_K IKv14_Na Ito2 Istim Itot 
0.092 -0 0.0622465 0.00265744 0.0220569 0.137898 0.0553581 0.0466577 0.282455 0.0161757 -0.0275536 -0.0701008 -0.884254 2.7199e-05 9.25099e-05 2.39982e-05 9.6962e-05 9.88136e-05 0.0107329 0.011324 0.0115529 -0.00022883 0.13003 0 -0.226373 
0.093 -0 0.062662 0.00271174 0.0219881 0.137898 0.0553581 0.0469395 0.282453 0.016162 -0.0275598 -0.0701009 -0.807267 2.48309e-05 9.2423e-05 2.12563e-05 9.55721e-05 9.5447e-05 0.0106729 0.0113153 0.0115439 -0.000228654 0.0866864 0 -0.192068 
0.094 -0 0.0631072 0.00277068 0.0219223 0.137898 0.0553581 0.0471903 0.282452 0.0161497 -0.0275654 -0.0701011 -0.924758 2.84449e-05 9.23446e-05 1.88324e-05 9.43012e-05 9.61314e-05 0.0106154 0.0113069 0.0115354 -0.000228485 0.119194 0 -0.276382 
0.095 -0 0.0635183 0.0028258 0.0218679 0.137898 0.0553581 0.0473386 0.282451 0.0161424 -0.0275687 -0.0701013 -0.769199 2.366e-05 9.22974e-05 1.72766e-05 9.3187e-05 9.84327e-05 0.0105678 0.0113001 0.0115284 -0.000228347 0.0758506 0 -0.163617 
0.096 -0 0.0639589 0.0028856 0.0218159 0.137898 0.0553581 0.047501 0.28245 0.0161344 -0.0275724 -0.0701014 -0.769128 2.36578e-05 9.22444e-05 1.56847e-05 9.21132e-05 9.66687e-05 0.0105223 0.0112936 0.0115218 -0.000228216 0.119194 0 -0.119606 
0.097 -0 0.0643657 0.00294151 0.0217729 0.137898 0.0553581 0.0477611 0.282448 0.0161216 -0.0275782 -0.0701016 -0.578163 1.77838e-05 9.21586e-05 1.35609e-05 9.10911e-05 8.40134e-05 0.0104847 0.0112883 0.0115164 -0.000228108 0.0866864 0 0.0395119 
0.098 -0 0.0648017 0.00300215 0.0217318 0.137898 0.0553582 0.0480833 0.282447 0.0161058 -0.0275853 -0.0701017 -0.69486 2.13733e-05 9.2051e-05 1.11404e-05 8.99691e-05 8.34793e-05 0.0104486 0.0112832 0.0115112 -0.000228006 0.0650148 0 -0.0981035 
0.099 -0 0.0652043 0.00305883 0.0216978 0.137898 0.0553582 0.0483751 0.282446 0.0160915 -0.0275918 -0.0701019 -0.57689 1.77447e-05 9.19521e-05 9.07355e-06 8.89585e-05 8.08182e-05 0.0104188 0.011279 0.011507 -0.000227922 0.0650148 0 0.0205614 
0.1 -0 0.0656356 0.0031203 0.0216653 0.137898 0.0553582 0.0486587 0.282445 0.0160775 -0.0275982 -0.0701021 -0.575839 1.77124e-05 9.18542e-05 7.19051e-06 8.78942e-05 8.10093e-05 0.0103902 0.0112751 0.0115029 -0.000227842 0.140865 0 0.0981852 
0.101 -0 0.066034 0.00317773 0.0216384 0.137898 0.0553582 0.0489206 0.282443 0.0160645 -0.0276041 -0.0701022 -0.963309 2.96307e-05 9.17624e-05 5.5516e-06 8.69119e-05 8.30422e-05 0.0103666 0.0112718 0.0114996 -0.000227777 0.140865 0 -0.288615 
0.102 -0 0.0664609 0.00324 0.0216127 0.137898 0.0553582 0.0491169 0.282442 0.0160548 -0.0276085 -0.0701024 -0.847717 2.60751e-05 9.16901e-05 4.44946e-06 8.59411e-05 8.03349e-05 0.010344 0.0112688 0.0114965 -0.000227715 0.0650148 0 -0.248229 
0.103 -0 0.0668551 0.00329818 0.0215915 0.137898 0.0553582 0.0493783 0.282441 0.0160418 -0.0276144 -0.0701025 -0.733427 2.25596e-05 9.1596e-05 2.95676e-06 8.50401e-05 7.34358e-05 0.0103253 0.0112662 0.0114939 -0.000227664 0.108358 0 -0.0899236 
0.104 -0 0.0672775 0.00336123 0.0215712 0.137898 0.0553582 0.0496364 0.28244 0.016029 -0.0276202 -0.0701027 -0.886376 2.72643e-05 9.15012e-05 1.60986e-06 8.4271e-05 7.96008e-05 0.0103074 0.0112638 0.0114914 -0.000227615 0.108358 0 -0.24217 
0.105 -0 0.0676675 0.00342013 0.0215544 0.137898 0.0553582 0.0497284 0.282438 0.0160243 -0.0276223 -0.0701028 -0.963242 2.96286e-05 9.14606e-05 1.40432e-06 8.36628e-05 8.47714e-05 0.0102925 0.0112619 0.0114894 -0.000227575 0.119194 0 -0.307684 
0.106 -0 0.0680855 0.00348395 0.0215383 0.137898 0.0553582 0.0499441 0.282437 0.0160135 -0.0276272 -0.070103 -0.695071 2.13798e-05 9.13779e-05 4.09974e-07 8.30783e-05 7.52835e-05 0.0102783 0.01126 0.0114875 -0.000227537 0.108358 0 -0.0496842 
0.107 -0 0.0684715 0.00354355 0.0215251 0.137898 0.0553582 0.0501555 0.282436 0.0160029 -0.027632 -0.0701032 -0.651945 2.00533e-05 9.12969e-05 -5.29824e-07 8.26217e-05 7.64602e-05 0.0102666 0.0112584 0.011486 -0.000227506 0.108358 0 -0.00593103 
0.108 -0 0.0688851 0.00360812 0.0215124 0.137898 0.0553582 0.0503106 0.282435 0.0159951 -0.0276356 -0.0701033 -1.11621 3.43338e-05 9.12328e-05 -1.00171e-06 8.20445e-05 8.26338e-05 0.0102554 0.011257 0.0114845 -0.000227477 0.0975222 0 -0.480426 
0.109 -0 0.069267 0.00366841 0.0215019 0.137898 0.0553582 0.050458 0.282433 0.0159877 -0.0276389 -0.0701035 -0.807583 2.48406e-05 9.11715e-05 -1.45567e-06 8.14513e-05 7.34848e-05 0.0102461 0.0112558 0.0114832 -0.000227453 0.0650148 0 -0.203738 
0.11 -0 0.0696763 0.00373371 0.0214918 0.137898 0.0553582 0.0506289 0.282432 0.0159791 -0.0276428 -0.0701036 -0.927386 2.85257e-05 9.11006e-05 -1.98898e-06 8.08345e-05 7.68608e-05 0.0102372 0.0112546 0.0114821 -0.00022743 0.0866864 0 -0.301248 
0.111 -0 0.0700543 0.00379467 0.0214835 0.137898 0.0553582 0.0508141 0.282431 0.0159697 -0.0276471 -0.0701038 -1.15621 3.55641e-05 9.10253e-05 -2.63901e-06 8.02773e-05 7.68685e-05 0.0102298 0.0112537 0.0114811 -0.000227411 0.151701 0 -0.464454 
0.112 -0 0.0704592 0.00386069 0.0214756 0.137898 0.0553582 0.0509769 0.282429 0.0159615 -0.0276508 -0.070104 -0.732227 2.25228e-05 9.09557e-05 -3.06426e-06 7.97851e-05 7.26689e-05 0.0102228 0.0112528 0.0114802 -0.000227393 0.119194 0 -0.0723687 
0.113 -0 0.0708332 0.0039223 0.021469 0.137898 0.0553582 0.0511386 0.282428 0.0159533 -0.0276545 -0.0701041 -0.499472 1.53634e-05 9.08871e-05 -3.50544e-06 7.95099e-05 7.19792e-05 0.010217 0.0112521 0.0114795 -0.000227378 0.0325074 0 0.074278 
0.114 -0 0.071234 0.00398902 0.0214628 0.137898 0.0553582 0.0513431 0.282427 0.015943 -0.0276592 -0.0701043 -0.421416 1.29624e-05 9.08029e-05 -4.15553e-06 7.93621e-05 7.38313e-05 0.0102114 0.0112514 0.0114788 -0.000227365 0.0650148 0 0.18549 
0.115 -0 0.071604 0.00405127 0.0214576 0.137898 0.0553582 0.0515283 0.282426 0.0159336 -0.0276635 -0.0701044 -0.809307 2.48937e-05 9.07261e-05 -4.69766e-06 7.92559e-05 7.74522e-05 0.0102068 0.0112508 0.0114782 -0.000227353 0.140865 0 -0.125953 
0.116 -0 0.0720006 0.00411866 0.0214526 0.137898 0.0553582 0.0516189 0.282424 0.0159289 -0.0276656 -0.0701046 -0.810837 2.49407e-05 9.06794e-05 -4.53574e-06 7.9076e-05 7.89023e-05 0.0102023 0.0112503 0.0114776 -0.000227342 0.151701 0 -0.116106 
0.117 -0 0.0723668 0.00418154 0.0214485 0.137898 0.0553582 0.0516922 0.282423 0.0159251 -0.0276673 -0.0701048 -0.732145 2.25202e-05 9.06395e-05 -4.33263e-06 7.89724e-05 7.59895e-05 0.0101987 0.0112498 0.0114772 -0.000227333 0.0866864 0 -0.101937 
0.118 -0 0.0727592 0.00424959 0.0214446 0.137898 0.0553582 0.0518639 0.282422 0.0159163 -0.0276713 -0.0701049 -0.732636 2.25353e-05 9.05656e-05 -4.74695e-06 7.87729e-05 7.32301e-05 0.0101952 0.0112494 0.0114767 -0.000227325 0.119194 0 -0.0693067 
0.119 -0 0.0731215 0.00431308 0.0214414 0.137898 0.0553582 0.0520321 0.282421 0.0159078 -0.0276752 -0.0701051 -0.772447 2.37599e-05 9.04936e-05 -5.17025e-06 7.84502e-05 7.03067e-05 0.0101923 0.0112491 0.0114764 -0.000227318 0.0866864 0 -0.141048 
0.12 -0 0.0735098 0.00438178 0.0214383 0.137898 0.0553582 0.0522295 0.282419 0.0158977 -0.0276797 -0.0701052 -0.927808 2.85387e-05 9.04102e-05 -5.70872e-06 7.79986e-05 6.97906e-05 0.0101895 0.0112488 0.0114761 -0.000227312 0.0975222 0 -0.284939 
0.121 -0 0.0738684 0.00444586 0.0214357 0.137898 0.0553582 0.0523821 0.282418 0.0158899 -0.0276833 -0.0701054 -0.654974 2.01465e-05 9.03425e-05 -5.9824e-06 7.75899e-05 6.89708e-05 0.0101872 0.0112485 0.0114758 -0.000227306 0.108358 0 -0.000708831 
0.122 -0 0.0742526 0.00451519 0.0214332 0.137898 0.0553582 0.0525415 0.282417 0.0158817 -0.027687 -0.0701056 -0.808061 2.48553e-05 9.02708e-05 -6.22612e-06 7.73256e-05 7.46914e-05 0.010185 0.0112482 0.0114755 -0.000227301 0.054179 0 -0.207378 
0.123 -0 0.0746074 0.00457985 0.0214312 0.137898 0.0553582 0.0527122 0.282416 0.015873 -0.0276909 -0.0701057 -0.616645 1.89675e-05 9.01964e-05 -6.60476e-06 7.7102e-05 6.84527e-05 0.0101832 0.011248 0.0114753 -0.000227297 0.13003 0 0.0604635 
0.124 -0 0.0749876 0.00464979 0.0214293 0.137898 0.0553582 0.0528997 0.282414 0.0158634 -0.0276953 -0.0701059 -0.9249 2.84492e-05 9.01146e-05 -7.01136e-06 7.68174e-05 7.17516e-05 0.0101815 0.0112478 0.0114751 -0.000227293 0.108358 0 -0.268843 
0.125 -0 0.0753388 0.00471501 0.0214277 0.137898 0.0553582 0.0529752 0.282413 0.0158594 -0.0276971 -0.070106 -0.73044 2.24678e-05 9.00716e-05 -6.71726e-06 7.66198e-05 7.53847e-05 0.01018 0.0112477 0.0114749 -0.00022729 0.119194 0 -0.0630647 
0.126 -0 0.075715 0.00478556 0.0214261 0.137898 0.0553582 0.0530667 0.282412 0.0158546 -0.0276992 -0.0701062 -0.808822 2.48787e-05 9.00216e-05 -6.49268e-06 7.64792e-05 7.53399e-05 0.0101786 0.0112475 0.0114748 -0.000227287 0.140865 0 -0.119246 
0.127 -0 0.0760624 0.00485132 0.0214249 0.137898 0.0553582 0.05319 0.28241 0.0158483 -0.0277021 -0.0701064 -0.731257 2.24929e-05 8.99622e-05 -6.56037e-06 7.62953e-05 7.33918e-05 0.0101775 0.0112474 0.0114747 -0.000227284 0.0650148 0 -0.117008 
0.128 -0 0.0764347 0.00492245 0.0214237 0.137897 0.0553582 0.0533525 0.282409 0.0158399 -0.0277059 -0.0701065 -0.656179 2.01836e-05 8.98879e-05 -6.83546e-06 7.6055e-05 6.64583e-05 0.0101764 0.0112473 0.0114745 -0.000227282 0.0975222 0 -0.00883114 
0.129 -0 0.0767785 0.00498875 0.0214227 0.137897 0.0553582 0.0535504 0.282408 0.0158297 -0.0277105 -0.0701067 -0.849754 2.61378e-05 8.98028e-05 -7.39076e-06 7.57562e-05 6.72511e-05 0.0101755 0.0112472 0.0114744 -0.00022728 0.140865 0 -0.158472 
0.13 -0 0.0771469 0.00506045 0.0214217 0.137897 0.0553582 0.0537511 0.282407 0.0158194 -0.0277152 -0.0701068 -0.848061 2.60857e-05 8.97148e-05 -7.86951e-06 7.53587e-05 6.7987e-05 0.0101746 0.0112471 0.0114743 -0.000227278 0.119194 0 -0.177828 
0.131 -0 0.077487 0.00512727 0.0214209 0.137897 0.0553582 0.0538953 0.282405 0.0158119 -0.0277186 -0.070107 -0.963748 2.96442e-05 8.96469e-05 -8.01359e-06 7.49755e-05 6.83867e-05 0.0101739 0.011247 0.0114743 -0.000227277 0.108358 0 -0.303812 
0.132 -0 0.0778516 0.00519952 0.0214202 0.137897 0.0553582 0.0541121 0.282404 0.0158008 -0.0277236 -0.0701072 -1.15732 3.55983e-05 8.95524e-05 -8.57298e-06 7.46138e-05 7.1424e-05 0.0101732 0.0112469 0.0114742 -0.000227275 0.0650148 0 -0.540092 
0.133 -0 0.0781882 0.00526685 0.0214195 0.137897 0.0553582 0.0542656 0.282403 0.0157928 -0.0277272 -0.0701073 -0.963972 2.96511e-05 8.94805e-05 -8.75477e-06 7.42612e-05 6.6238e-05 0.0101727 0.0112469 0.0114741 -0.000227274 0.0650148 0 -0.346201 
0.134 -0 0.0785489 0.00533964 0.0214189 0.137897 0.0553582 0.0544234 0.282402 0.0157846 -0.027731 -0.0701075 -1.03949 3.19739e-05 8.94052e-05 -8.88652e-06 7.3938e-05 7.07322e-05 0.0101721 0.0112468 0.0114741 -0.000227273 0.0975222 0 -0.388633 
0.135 -0 0.078882 0.00540745 0.0214184 0.137897 0.0553582 0.0546079 0.2824 0.015775 -0.0277353 -0.0701076 -0.809286 2.4893e-05 8.93221e-05 -9.26651e-06 7.36367e-05 6.32335e-05 0.0101717 0.0112467 0.011474 -0.000227272 0.0758506 0 -0.179532 
0.136 -0 0.0792389 0.00548077 0.021418 0.137897 0.0553582 0.0548472 0.282399 0.0157627 -0.0277409 -0.0701078 -1.08013 3.32239e-05 8.92182e-05 -9.91759e-06 7.33822e-05 6.75512e-05 0.0101713 0.0112467 0.011474 -0.000227271 0.0866864 0 -0.438887 
0.137 -0 0.0795686 0.00554906 0.0214176 0.137897 0.0553582 0.0549867 0.282398 0.0157554 -0.0277442 -0.070108 -0.770826 2.371e-05 8.91498e-05 -9.94426e-06 7.31257e-05 6.51175e-05 0.0101709 0.0112467 0.0114739 -0.000227271 0.0758506 0 -0.139897 
0.138 -0 0.0799218 0.00562289 0.0214172 0.137897 0.0553582 0.0552283 0.282396 0.0157428 -0.0277498 -0.0701081 -0.810615 2.49339e-05 8.90444e-05 -1.05852e-05 7.28359e-05 6.01547e-05 0.0101706 0.0112466 0.0114739 -0.00022727 0.119194 0 -0.135694 
0.139 -0 0.0802479 0.00569165 0.0214169 0.137897 0.0553582 0.0554735 0.282395 0.0157301 -0.0277556 -0.0701083 -0.84751 2.60688e-05 8.89392e-05 -1.1285e-05 7.26623e-05 6.26023e-05 0.0101703 0.0112466 0.0114739 -0.00022727 0.0866864 0 -0.204477 
0.14 -0 0.0805974 0.00576597 0.0214166 0.137897 0.0553582 0.0555932 0.282394 0.0157238 -0.0277585 -0.0701085 -1.00059 3.07775e-05 8.88751e-05 -1.10286e-05 7.24608e-05 7.12504e-05 0.01017 0.0112466 0.0114739 -0.000227269 0.151701 0 -0.292014 
0.141 -0 0.0809202 0.00583518 0.0214164 0.137897 0.0553582 0.055712 0.282393 0.0157175 -0.0277613 -0.0701086 -0.729472 2.2438e-05 8.88127e-05 -1.08756e-05 7.22639e-05 6.23482e-05 0.0101698 0.0112466 0.0114738 -0.000227269 0.0975222 0 -0.0745705 
0.142 -0 0.081266 0.00590998 0.0214161 0.137897 0.0553582 0.0559774 0.282391 0.0157037 -0.0277676 -0.0701088 -0.84853 2.61001e-05 8.86981e-05 -1.16333e-05 7.20332e-05 6.15416e-05 0.0101696 0.0112465 0.0114738 -0.000227269 0.108358 0 -0.182128 
0.143 -0 0.0815854 0.00597963 0.0214159 0.137897 0.0553582 0.0561808 0.28239 0.0156931 -0.0277724 -0.0701089 -0.76954 2.36705e-05 8.86061e-05 -1.20151e-05 7.17565e-05 6.08051e-05 0.0101694 0.0112465 0.0114738 -0.000227268 0.108358 0 -0.102563 
0.144 -0 0.0819276 0.0060549 0.0214157 0.137897 0.0553582 0.056415 0.282389 0.0156808 -0.0277779 -0.0701091 -1.11987 3.44462e-05 8.85014e-05 -1.25039e-05 7.14925e-05 6.0962e-05 0.0101692 0.0112465 0.0114738 -0.000227268 0.140865 0 -0.419749 
0.145 -0 0.0822436 0.00612498 0.0214156 0.137897 0.0553582 0.0565575 0.282387 0.0156733 -0.0277813 -0.0701093 -0.577167 1.77532e-05 8.84299e-05 -1.24374e-05 7.12877e-05 5.84556e-05 0.0101691 0.0112465 0.0114738 -0.000227268 0.0758506 0 0.0584512 
0.146 -0 0.0825823 0.0062007 0.0214155 0.137897 0.0553583 0.0568571 0.282386 0.0156576 -0.0277884 -0.0701094 -0.657771 2.02325e-05 8.83019e-05 -1.3346e-05 7.10404e-05 5.60034e-05 0.010169 0.0112465 0.0114738 -0.000227268 0.0866864 0 -0.0106274 
0.147 -0 0.082895 0.0062712 0.0214153 0.137897 0.0553583 0.0571253 0.282385 0.0156436 -0.0277948 -0.0701096 -0.733062 2.25484e-05 8.81861e-05 -1.40775e-05 7.07974e-05 5.42283e-05 0.0101689 0.0112465 0.0114737 -0.000227268 0.0758506 0 -0.0961249 
0.148 -0 0.0832301 0.00634735 0.0214152 0.137897 0.0553583 0.0573953 0.282384 0.0156294 -0.0278012 -0.0701098 -0.888107 2.73175e-05 8.80676e-05 -1.46957e-05 7.0463e-05 5.53005e-05 0.0101687 0.0112465 0.0114737 -0.000227268 0.108358 0 -0.218004 
0.149 -0 0.0835395 0.00641826 0.0214151 0.137897 0.0553583 0.0576193 0.282382 0.0156175 -0.0278065 -0.0701099 -0.771188 2.37211e-05 8.79664e-05 -1.50578e-05 7.01216e-05 5.81134e-05 0.0101687 0.0112465 0.0114737 -0.000227267 0.108358 0 -0.100499 
0.15 -0 0.0838711 0.00649484 0.021415 0.137897 0.0553583 0.0578436 0.282381 0.0156057 -0.0278119 -0.0701101 -0.846728 2.60447e-05 8.78628e-05 -1.53195e-05 6.97729e-05 5.90467e-05 0.0101686 0.0112465 0.0114737 -0.000227267 0.054179 0 -0.229605 
0.151 -0 0.0841773 0.00656613 0.021415 0.137897 0.0553583 0.0579918 0.28238 0.0155978 -0.0278155 -0.0701102 -1.04099 3.202e-05 8.77874e-05 -1.51481e-05 6.95352e-05 6.1189e-05 0.0101685 0.0112464 0.0114737 -0.000227267 0.0975222 0 -0.380008 
0.152 -0 0.0845054 0.00664313 0.0214149 0.137897 0.0553583 0.0581885 0.282378 0.0155873 -0.0278202 -0.0701104 -1.00636 3.0955e-05 8.76927e-05 -1.52362e-05 6.9221e-05 5.49083e-05 0.0101684 0.0112464 0.0114737 -0.000227267 0.054179 0 -0.388142 
0.153 -0 0.0848084 0.0067148 0.0214148 0.137897 0.0553583 0.0584334 0.282377 0.0155743 -0.0278261 -0.0701106 -0.92565 2.84723e-05 8.75826e-05 -1.57297e-05 6.8958e-05 5.76709e-05 0.0101684 0.0112464 0.0114737 -0.000227267 0.0975222 0 -0.263486 
0.154 -0 0.0851331 0.0067922 0.0214148 0.137897 0.0553583 0.0586846 0.282376 0.015561 -0.0278321 -0.0701107 -0.692352 2.12962e-05 8.7468e-05 -1.61523e-05 6.86186e-05 5.201e-05 0.0101683 0.0112464 0.0114737 -0.000227267 0.0866864 0 -0.0403922 
0.155 -0 0.0854329 0.00686424 0.0214147 0.137897 0.0553583 0.0590239 0.282375 0.015543 -0.0278403 -0.0701109 -0.73226 2.25238e-05 8.73237e-05 -1.72377e-05 6.82054e-05 4.57998e-05 0.0101683 0.0112464 0.0114737 -0.000227267 0.054179 0 -0.112124 
0.156 -0 0.0857542 0.00694203 0.0214147 0.137897 0.0553583 0.0594462 0.282373 0.0155205 -0.0278504 -0.0701111 -0.887845 2.73094e-05 8.71473e-05 -1.87214e-05 6.76983e-05 4.52872e-05 0.0101683 0.0112464 0.0114737 -0.000227267 0.0216716 0 -0.299429 
0.157 -0 0.0860509 0.00701442 0.0214146 0.137897 0.0553583 0.0597496 0.282372 0.0155043 -0.0278577 -0.0701112 -0.886917 2.72809e-05 8.70143e-05 -1.9419e-05 6.72199e-05 4.93493e-05 0.0101682 0.0112464 0.0114737 -0.000227268 0.054179 0 -0.265346 
0.158 -0 0.0863688 0.00709259 0.0214146 0.137897 0.0553583 0.0600191 0.282371 0.0154899 -0.0278642 -0.0701114 -1.04067 3.20101e-05 8.68906e-05 -1.97451e-05 6.67101e-05 5.13168e-05 0.0101682 0.0112464 0.0114737 -0.000227268 0.0758506 0 -0.396781 
0.159 -0 0.0866624 0.00716532 0.0214146 0.137897 0.0553583 0.0602185 0.282369 0.0154791 -0.0278691 -0.0701116 -0.65387 2.01126e-05 8.67932e-05 -1.97001e-05 6.63034e-05 4.75687e-05 0.0101682 0.0112464 0.0114737 -0.000227268 0.0758506 0 -0.00943628 
0.16 -0 0.086977 0.00724385 0.0214146 0.137897 0.0553583 0.0605856 0.282368 0.0154595 -0.027878 -0.0701117 -0.773042 2.37782e-05 8.66333e-05 -2.06851e-05 6.58829e-05 4.20504e-05 0.0101681 0.0112464 0.0114737 -0.000227268 0.0758506 0 -0.127878 
0.161 -0 0.0872675 0.00731692 0.0214145 0.137897 0.0553583 0.0608792 0.282367 0.0154436 -0.0278851 -0.0701119 -0.850163 2.61504e-05 8.65012e-05 -2.12239e-05 6.55482e-05 4.48366e-05 0.0101681 0.0112464 0.0114737 -0.000227268 0.0758506 0 -0.204366 
0.162 -0 0.0875788 0.0073958 0.0214145 0.137897 0.0553583 0.0610767 0.282365 0.0154329 -0.02789 -0.0701121 -1.08173 3.32733e-05 8.6401e-05 -2.0975e-05 6.53179e-05 5.36657e-05 0.0101681 0.0112464 0.0114737 -0.000227268 0.119194 0 -0.392023 
0.163 -0 0.0878663 0.00746919 0.0214145 0.137897 0.0553583 0.0611662 0.282364 0.0154279 -0.0278922 -0.0701122 -1.00035 3.07701e-05 8.63415e-05 -2.0137e-05 6.51069e-05 5.61908e-05 0.0101681 0.0112464 0.0114737 -0.000227268 0.119194 0 -0.3102 
0.164 -0 0.0881743 0.00754842 0.0214145 0.137897 0.0553583 0.0613213 0.282363 0.0154195 -0.0278961 -0.0701124 -0.733661 2.25668e-05 8.62561e-05 -1.96942e-05 6.49625e-05 4.92417e-05 0.0101681 0.0112464 0.0114737 -0.000227268 0.054179 0 -0.107995 
0.165 -0 0.0884587 0.00762212 0.0214145 0.137897 0.0553583 0.0615468 0.282361 0.0154072 -0.0279016 -0.0701125 -0.808747 2.48764e-05 8.61473e-05 -1.98557e-05 6.48108e-05 4.9052e-05 0.010168 0.0112464 0.0114737 -0.000227268 0.108358 0 -0.128337 
0.166 -0 0.0887636 0.00770167 0.0214145 0.137897 0.0553583 0.0617434 0.28236 0.0153965 -0.0279065 -0.0701127 -0.613381 1.88671e-05 8.60467e-05 -1.97109e-05 6.47277e-05 5.00276e-05 0.010168 0.0112464 0.0114737 -0.000227268 0.0650148 0 0.0242488 
0.167 -0 0.089045 0.00777567 0.0214144 0.137897 0.0553583 0.0619611 0.282359 0.0153846 -0.0279118 -0.0701129 -0.885851 2.72481e-05 8.59404e-05 -1.98279e-05 6.46357e-05 4.7481e-05 0.010168 0.0112464 0.0114737 -0.000227268 0.0433432 0 -0.269338 
0.168 -0 0.0893467 0.00785555 0.0214144 0.137896 0.0553583 0.0621834 0.282358 0.0153724 -0.0279173 -0.070113 -1.08237 3.32929e-05 8.58302e-05 -1.98679e-05 6.44818e-05 5.19872e-05 0.010168 0.0112464 0.0114737 -0.000227268 0.119194 0 -0.389423 
0.169 -0 0.0896252 0.00792984 0.0214144 0.137896 0.0553583 0.0623059 0.282356 0.0153657 -0.0279204 -0.0701132 -1.00171 3.08118e-05 8.57582e-05 -1.93433e-05 6.43223e-05 5.45341e-05 0.010168 0.0112464 0.0114737 -0.000227268 0.0758506 0 -0.351641 
0.17 -0 0.0899236 0.00801002 0.0214144 0.137896 0.0553583 0.0625208 0.282355 0.0153539 -0.0279257 -0.0701134 -0.848192 2.60897e-05 8.56502e-05 -1.93769e-05 6.41157e-05 4.97588e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.0975222 0 -0.175877 
0.171 -0 0.0901993 0.00808459 0.0214144 0.137896 0.0553583 0.0627619 0.282354 0.0153407 -0.0279317 -0.0701135 -0.885787 2.72461e-05 8.55346e-05 -1.96906e-05 6.39442e-05 5.153e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.054179 0 -0.256244 
0.172 -0 0.0904946 0.00816506 0.0214144 0.137896 0.0553583 0.0629827 0.282352 0.0153285 -0.0279372 -0.0701137 -0.771915 2.37435e-05 8.5424e-05 -1.97549e-05 6.38125e-05 4.56442e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.0650148 0 -0.130959 
0.173 -0 0.0907673 0.0082399 0.0214144 0.137896 0.0553583 0.0631617 0.282351 0.0153186 -0.0279416 -0.0701139 -0.772917 2.37743e-05 8.53307e-05 -1.96322e-05 6.37624e-05 4.94718e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.119194 0 -0.077271 
0.174 -0 0.0910596 0.00832066 0.0214144 0.137896 0.0553583 0.0633865 0.28235 0.0153062 -0.0279472 -0.070114 -1.12076 3.44739e-05 8.52185e-05 -1.97313e-05 6.3794e-05 5.23186e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.0433432 0 -0.500391 
0.175 -0 0.0913295 0.00839576 0.0214144 0.137896 0.0553583 0.0635507 0.282348 0.0152971 -0.0279513 -0.0701142 -0.577872 1.77749e-05 8.51307e-05 -1.95258e-05 6.38186e-05 4.75287e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.140865 0 0.140519 
0.176 -0 0.0916186 0.00847679 0.0214144 0.137896 0.0553583 0.0637317 0.282347 0.0152871 -0.0279559 -0.0701144 -0.884897 2.72188e-05 8.50347e-05 -1.93366e-05 6.38662e-05 5.50006e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.0975222 0 -0.209315 
0.177 -0 0.0918857 0.00855214 0.0214144 0.137896 0.0553583 0.0638389 0.282346 0.015281 -0.0279586 -0.0701145 -0.809559 2.49014e-05 8.4968e-05 -1.87679e-05 6.39628e-05 5.59347e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.13003 0 -0.10103 
0.178 -0 0.0921718 0.00863344 0.0214144 0.137896 0.0553583 0.0639603 0.282344 0.0152742 -0.0279617 -0.0701147 -0.924713 2.84435e-05 8.48942e-05 -1.82377e-05 6.40945e-05 5.94576e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.0325074 0 -0.313229 
0.179 -0 0.0924361 0.00870903 0.0214144 0.137896 0.0553583 0.0640385 0.282343 0.0152697 -0.0279637 -0.0701149 -0.732513 2.25316e-05 8.48386e-05 -1.75514e-05 6.42502e-05 5.25988e-05 0.010168 0.0112464 0.0114737 -0.000227269 0.119194 0 -0.0339328 
0.18 -0 0.0927193 0.00879057 0.0214144 0.137896 0.0553583 0.0641095 0.282342 0.0152657 -0.0279656 -0.070115 -1.23459 3.79749e-05 8.47839e-05 -1.6759e-05 6.43866e-05 6.55227e-05 0.010168 0.0112464 0.0114737 -0.00022727 0.108358 0 -0.546414 
0.181 -0 0.0929807 0.00886639 0.0214144 0.137896 0.0553583 0.0641616 0.28234 0.0152626 -0.0279669 -0.0701152 -0.888604 2.73328e-05 8.47384e-05 -1.59898e-05 6.44544e-05 5.75613e-05 0.010168 0.0112464 0.0114737 -0.00022727 0.0975222 0 -0.210883 
0.182 -0 0.0932609 0.00894819 0.0214144 0.137896 0.0553583 0.0643786 0.282339 0.0152505 -0.0279724 -0.0701154 -0.968501 2.97904e-05 8.463e-05 -1.63033e-05 6.43947e-05 5.1823e-05 0.010168 0.0112464 0.0114737 -0.00022727 0.151701 0 -0.236042 
